,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
349,22:16.1,"Random Tuesday thought, might go 100% on Rickie and Lovemark.",1,negative,rickie fowler,positive,neutral,0.0,0.0,1.0,0.0
350,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,neutral,steve stricker,positive,positive,0.189,0.0,0.811,0.6369
351,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,positive,hideki matsuyama,positive,positive,0.189,0.0,0.811,0.6369
352,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,positive,matt kuchar,positive,positive,0.189,0.0,0.811,0.6369
353,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,neutral,bill haas,positive,positive,0.189,0.0,0.811,0.6369
354,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,matt kuchar,positive,neutral,0.0,0.0,1.0,0.0
355,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,neutral,kevin chappell,positive,neutral,0.0,0.0,1.0,0.0
356,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,neutral,graham delaet,positive,neutral,0.0,0.0,1.0,0.0
357,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,danny lee,positive,neutral,0.0,0.0,1.0,0.0
358,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,daniel summerhays,positive,neutral,0.0,0.0,1.0,0.0
359,34:17.0,Going with the DJ-Paulina avatar this week. Feels like he finally gets a win....just before the U.S. Open.,1,negative,dustin johnson,positive,positive,0.135,0.0,0.865,0.3612
360,56:24.1,"A surprising player to have never finished outside the top-50 at the Memorial--Stewart Cink. In 11 tries since 2005, his worst finish is 49.",1,neutral,stewart cink,positive,negative,0.079,0.132,0.789,-0.34
361,25:49.1,"As much as I like Justin Thomas this week, I worry about his grouping. Playing in the Spieth-Rory arena might make him press too hard.",111,positive,justin thomas,negative,negative,0.142,0.231,0.627,-0.5719
362,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,positive,rory mcilroy,negative,negative,0.094,0.118,0.787,-0.1531
363,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,neutral,jason day,negative,negative,0.094,0.118,0.787,-0.1531
364,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,neutral,jordan spieth,negative,negative,0.094,0.118,0.787,-0.1531
365,38:22.4,Furyk loves the track @ 120. No way. Could be time for a pop-up Haas win. 70 seems a bit rich. Not falling into the Reifers or Lovemark trap,111,neutral,kyle reifers,negative,positive,0.352,0.144,0.504,0.85
366,38:22.4,Furyk loves the track @ 120. No way. Could be time for a pop-up Haas win. 70 seems a bit rich. Not falling into the Reifers or Lovemark trap,111,neutral,jamie lovemark,negative,positive,0.352,0.144,0.504,0.85
367,07:43.0,I'll give Thorbjorn another DK shot this wk at Memorial @golfnoobs,1,neutral,thorbjorn olesen,positive,neutral,0.0,0.0,1.0,0.0
368,40:22.3,HOT TAKE: KUCH WILL MC THIS WEEK. MC DOES NOT MEAN MASTER OF CEREMONIES.,111,negative,matt kuchar,negative,positive,0.226,0.0,0.774,0.5859
369,01:45.8,Latest field ▲ at the @MemorialGolf: OUT @stewartcink IN @RodPampling (sponsor exemption),11,neutral,rod pampling,neutral,neutral,0.0,0.0,1.0,0.0
370,01:45.8,Latest field ▲ at the @MemorialGolf: OUT @stewartcink IN @RodPampling (sponsor exemption),11,neutral,stewart cink,neutral,neutral,0.0,0.0,1.0,0.0
371,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,zac blair,positive,positive,0.091,0.0,0.909,0.2263
372,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,positive,k.j. choi,positive,positive,0.091,0.0,0.909,0.2263
373,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,hunter mahan,positive,positive,0.091,0.0,0.909,0.2263
374,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,ben martin,positive,positive,0.091,0.0,0.909,0.2263
375,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,ryan ruffels,positive,positive,0.091,0.0,0.909,0.2263
376,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,fabian gomez,positive,positive,0.091,0.0,0.909,0.2263
377,47:06.3,"Furyk 170 on exchanges now. Aware of negatives but with course form including 1st, 2nd (x2), 4th, 5th (2015) &amp; 68 in R2 last wk, must bet.",1,neutral,jim furyk,positive,negative,0.0,0.08,0.92,-0.3071
378,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,justin thomas,positive,neutral,0.0,0.0,1.0,0.0
379,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,marc leishman,positive,neutral,0.0,0.0,1.0,0.0
380,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,kevin chappell,positive,neutral,0.0,0.0,1.0,0.0
381,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,daniel berger,positive,neutral,0.0,0.0,1.0,0.0
382,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,hideki matsuyama,positive,neutral,0.0,0.0,1.0,0.0
383,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,francesco molinari,positive,neutral,0.0,0.0,1.0,0.0
384,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
385,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,hideki matsuyama,positive,neutral,0.0,0.0,1.0,0.0
386,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,jordan spieth,positive,neutral,0.0,0.0,1.0,0.0
387,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,patrick reed,positive,neutral,0.0,0.0,1.0,0.0
388,50:30.9,"Might be overnight showers in Dublin. Looking at the early flight for FRLs. Ricky Barnes checks some boxes, but of course, no line offered",1,neutral,ricky barnes,positive,negative,0.0,0.109,0.891,-0.4215
389,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,neutral,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
390,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,positive,jason day,positive,neutral,0.0,0.0,1.0,0.0
391,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,neutral,dustin johnson,positive,neutral,0.0,0.0,1.0,0.0
392,59:44.6,"3 rounds in Dallas, 4 decent rounds at Colonial… Steven Bowditch puts up bogey free 67 in his pro-am.. on the way back...",1,neutral,steven bowditch,positive,positive,0.142,0.0,0.858,0.5106
393,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,neutral,rory mcilroy,positive,positive,0.243,0.0,0.757,0.7269
394,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,positive,jason day,positive,positive,0.243,0.0,0.757,0.7269
395,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,neutral,dustin johnson,positive,positive,0.243,0.0,0.757,0.7269
396,46:07.9,"Soren Kjeldsen in super accurate form, since April has beaten field average Driving Accuracy in all rounds (except 1) #PGATour #EuropeanTour",1,neutral,soren kjeldsen,positive,positive,0.262,0.099,0.638,0.6808
397,38:58.0,Am I missing something with Wesley Bryan being 50/1? And yes I know he won 2 web dot com events.,1,positive,wesley bryan,positive,positive,0.283,0.097,0.619,0.6369
398,32:54.0,"@chrisgarosi it's gotta be Harris ""chalk"" English.",1,positive,harris english,positive,neutral,0.0,0.0,1.0,0.0
399,43:14.7,Ryan Palmer 14/1 yikes!,111,positive,ryan palmer,negative,neutral,0.0,0.0,1.0,0.0
400,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,steve stricker,positive,positive,0.16,0.0,0.84,0.6369
401,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,george mcneill,positive,positive,0.16,0.0,0.84,0.6369
402,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,lee mccoy,positive,positive,0.16,0.0,0.84,0.6369
403,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,charles howell,positive,positive,0.16,0.0,0.84,0.6369
404,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,scott brown,positive,positive,0.16,0.0,0.84,0.6369
405,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,daniel berger,positive,positive,0.16,0.0,0.84,0.6369
406,24:26.1,@The_WinningEdge I would probably play him 100% if he's around 12.5. Would probably do same up to 13,1,positive,dustin johnson,positive,positive,0.13,0.0,0.87,0.34
407,26:52.3,"Ok, $9k for Wesley Bryan in his inaugural event seems a bit hasty",111,positive,wesley bryan,negative,negative,0.14,0.223,0.637,-0.3182
408,37:52.8,@BenColeyGolf definitely trending well since reunion with Butch,1,positive,gary woodland,positive,positive,0.444,0.0,0.556,0.5859
409,18:50.8,"@RBaroff427 $6,700 for Lee is a steal!",1,positive,lee mccoy,positive,negative,0.0,0.431,0.569,-0.5848
410,54:05.4,Backed Seung-Yul Noh at 119/1 in the #StJudeClassic. Noh has a strong course record having finished seventh and third in three visits,1,neutral,seung yul,positive,positive,0.188,0.0,0.812,0.5267
411,54:55.8,Defending champion @FabianGomezGolf is overpriced at 129/1 in the #StJudeClassic. Gomez has a top 15 alongside his victory at the course,1,positive,fabian gomez,positive,positive,0.208,0.135,0.656,0.2263
412,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,dustin johnson,positive,negative,0.107,0.165,0.728,-0.3919
413,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,phil mickelson,positive,negative,0.107,0.165,0.728,-0.3919
414,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,jason bohn,positive,negative,0.107,0.165,0.728,-0.3919
415,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,chad campbell,positive,neutral,0.0,0.0,1.0,0.0
416,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,neutral,seung yul,positive,neutral,0.0,0.0,1.0,0.0
417,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,harris english,positive,neutral,0.0,0.0,1.0,0.0
418,22:57.5,"If Luke Donald earns a spot tomorrow, he said he'll withdraw from Memphis this week.",111,positive,luke donald,negative,neutral,0.0,0.0,1.0,0.0
419,28:56.3,"GMac 60/1 is a bet. Short track specialist. Won at Pebble Beach, Harbour Town &amp; Mayakoba. T9 at The Players a few weeks back.",1,positive,graeme mcdowell,positive,positive,0.15,0.0,0.85,0.5719
420,52:50.6,"St Jude Classic: T Hoge &amp; B Cauley, both 100/1",1,positive,tom hoge,positive,neutral,0.0,0.0,1.0,0.0
421,52:50.6,"St Jude Classic: T Hoge &amp; B Cauley, both 100/1",1,positive,bud cauley,positive,neutral,0.0,0.0,1.0,0.0
422,18:51.7,Wesley Bryan or Graeme Fucking McDowell? Hmmm let me think about this for a minute...,11,positive,wesley bryan,neutral,neutral,0.0,0.0,1.0,0.0
423,18:51.7,Wesley Bryan or Graeme Fucking McDowell? Hmmm let me think about this for a minute...,11,positive,graeme mcdowell,neutral,neutral,0.0,0.0,1.0,0.0
424,00:00.9,BREAKING: @LukeDonald qualifies for next week's US Open after play-off in Ohio. #SSNHQ,11,positive,luke donald,neutral,negative,0.0,0.261,0.739,-0.6408
425,28:48.5,"Early field notes: Patrick Rodgers, Spencer Levin and Brendan Steele all withdrew from the St. Jude Classic.",111,positive,patrick rodgers,negative,neutral,0.0,0.0,1.0,0.0
426,28:48.5,"Early field notes: Patrick Rodgers, Spencer Levin and Brendan Steele all withdrew from the St. Jude Classic.",111,positive,spencer levin,negative,neutral,0.0,0.0,1.0,0.0
427,29:32.6,Field note: Luke Donald has also withdrawn from the St. Jude Classic.,11,positive,luke donald,neutral,neutral,0.0,0.0,1.0,0.0
428,01:39.4,"Per @VC606, Ryan Palmer needs to finish solo 11th or better in Memphis to qualify for US Open via OWGR top 60. Woodland needs 7th or better.",11,positive,ryan palmer,neutral,positive,0.241,0.0,0.759,0.765
429,01:39.4,"Per @VC606, Ryan Palmer needs to finish solo 11th or better in Memphis to qualify for US Open via OWGR top 60. Woodland needs 7th or better.",11,positive,gary woodland,neutral,positive,0.241,0.0,0.759,0.765
430,09:23.5,SLEEPER POLL: Who you liking below $7K this week? I'll go Gore and Camilo,1,positive,camilo villegas,positive,positive,0.172,0.0,0.828,0.4019
431,09:23.5,SLEEPER POLL: Who you liking below $7K this week? I'll go Gore and Camilo,1,positive,jason gore,positive,positive,0.172,0.0,0.828,0.4019
432,27:55.0,"id prob keep woodland to gpps this week tbh, needs 7th or better for us open, slow start and he might just decide to take week off",11,positive,gary woodland,neutral,negative,0.092,0.111,0.796,-0.1531
433,36:35.8,Ben Martin's my guy this week. Seen him steadily creeping up. Form coming. Shock winner. 85-1 Took some other trash as well.#StJude,1,positive,ben martin,positive,negative,0.118,0.325,0.557,-0.7717
434,41:16.2,Jumped into Piller with @SteveThePunter and into some Stallings with @ThePME,1,positive,scott stallings,positive,neutral,0.0,0.0,1.0,0.0
435,41:16.2,Jumped into Piller with @SteveThePunter and into some Stallings with @ThePME,1,positive,martin piller,positive,neutral,0.0,0.0,1.0,0.0
436,20:41.4,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),11,neutral,charlie wi,neutral,neutral,0.0,0.0,1.0,0.0
437,20:41.4,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),11,neutral,craig barlow,neutral,neutral,0.0,0.0,1.0,0.0
438,18:04.3,Backed @PeterMalnati at 309/1 in the #StJudeClassic. Malnati finished in the top 20 on sole start here and if he putts well could contend,1,neutral,peter malnati,positive,negative,0.175,0.123,0.702,-0.128
439,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,neutral,martin piller,positive,positive,0.198,0.0,0.802,0.6633
440,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,positive,colt knost,positive,positive,0.198,0.0,0.802,0.6633
441,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,positive,brooks koepka,positive,positive,0.198,0.0,0.802,0.6633
442,59:41.4,Playin pro am this morn... Will update y'all after. Don't pull trigger yet.,1,positive,will wilcox,positive,neutral,0.0,0.0,1.0,0.0
443,33:21.6,This week Dustin Johnson ranked 2nd in Driving Distance and 3rd at Driving Accuracy...,1,neutral,dustin johnson,positive,neutral,0.0,0.0,1.0,0.0
444,52:22.5,"Game is feeling really good for Oakmont this week! Thanks to the Memphis fans, important work @StJude, and congrats to @DanielBerger59!",1,neutral,brooks koepka,positive,positive,0.455,0.0,0.545,0.9077
445,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,neutral,jordan spieth,positive,positive,0.234,0.0,0.766,0.6705
446,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,justin rose,positive,positive,0.234,0.0,0.766,0.6705
447,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,branden grace,positive,positive,0.234,0.0,0.766,0.6705
448,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,jason day,positive,positive,0.234,0.0,0.766,0.6705
449,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,rory mcilroy,positive,positive,0.234,0.0,0.766,0.6705
450,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,neutral,dustin johnson,positive,positive,0.234,0.0,0.766,0.6705
451,32:41.7,Jason Day had flu-like symptoms before the Masters. He told @ToddLewisGC he’s been battling a cold as he prepares for the Open.,111,positive,jason day,negative,negative,0.0,0.336,0.664,-0.8442
452,34:12.2,"@DFSonDemand For the record, I am ignoring the sickness thing. All aboard the Day train.",1,positive,jason day,positive,negative,0.06,0.339,0.601,-0.7269
453,39:15.2,This is the 6th #USOpen for @JDayGolf - his US Open ranks since 2011: Birdies/eagles 1st Rounds in 60s 1st Scoring average T1,1,positive,jason day,positive,neutral,0.0,0.0,1.0,0.0
454,26:36.2,Backed @BKoepka to win #USOpen at 50/1. Koepka has a big chance if he drives well. Second in last two events and was fourth in 2014 US Open,1,neutral,brooks koepka,positive,positive,0.281,0.0,0.719,0.7906
455,27:55.1,"Always going to be backing Jon Rahm this week. Better prospect than DeChambeau. If it's total carnage, anyone with class can win. He has it",1,neutral,jon rahm,positive,positive,0.299,0.104,0.597,0.6705
456,32:49.1,Backed @JDayGolf at 10/1 in the #USOpen. World number 1 has 7 wins in last 18 starts and a superb record in this tournament. Twice runner-up,1,positive,jason day,positive,positive,0.349,0.0,0.651,0.8481
457,34:12.7,Time to run through some #USOpen antepost bets. On @Danny_Willett at 125/1 so crossing my fingers the @TheMasters champ can star at Oakmont,1,positive,danny willett,positive,positive,0.258,0.0,0.742,0.8074
458,57:50.9,"The mid priced #USOpen tip is Snedeker, whose stats look pretty good! #golf #bettingtip",1,neutral,brandt snedeker,positive,positive,0.348,0.0,0.652,0.75
459,01:23.7,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,1,positive,matt kuchar,positive,positive,0.213,0.0,0.787,0.5859
460,01:23.7,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,1,positive,justin rose,positive,positive,0.213,0.0,0.787,0.5859
461,10:14.5,"This is the 3rd time Phil Mickelson has led the PGA Tour in scoring average entering the #USOpen (2004, finished 2nd; 2008, T18).",1,positive,phil mickelson,positive,neutral,0.0,0.0,1.0,0.0
462,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,positive,phil mickelson,positive,positive,0.079,0.0,0.921,0.2023
463,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,kyung tae,positive,positive,0.079,0.0,0.921,0.2023
464,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,ernie els,positive,positive,0.079,0.0,0.921,0.2023
465,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,jason dufner,positive,positive,0.079,0.0,0.921,0.2023
466,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,kevin chappell,positive,positive,0.079,0.0,0.921,0.2023
467,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,positive,patrick reed,positive,positive,0.079,0.0,0.921,0.2023
468,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,bubba watson,positive,positive,0.079,0.0,0.921,0.2023
469,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,jon rahm,positive,positive,0.079,0.0,0.921,0.2023
470,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,russell knox,positive,positive,0.079,0.0,0.921,0.2023
471,46:33.0,"Is Beef Johnston out of his league at Oakmont? Form good, win at Valderrama impressive but I really know nothing about him.",1,positive,andrew johnston,positive,positive,0.265,0.0,0.735,0.6705
472,00:51.5,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",1,positive,matthew fitzpatrick,positive,neutral,0.0,0.0,1.0,0.0
473,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,justin rose,positive,negative,0.174,0.148,0.678,-0.1027
474,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,phil mickelson,positive,negative,0.174,0.148,0.678,-0.1027
475,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,rory mcilroy,positive,negative,0.174,0.148,0.678,-0.1027
476,01:52.9,Pick one.,11,positive,jordan spieth,neutral,positive,0.833,0.0,0.167,0.7184
477,11:09.4,"@Tour_Junkies couldn't disagree more about ZJ. Never top-25 at US Open, low, drawing ball flight into greens is opposite of what you want!",111,positive,zach johnson,negative,positive,0.167,0.079,0.754,0.3274
478,13:41.5,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",1,positive,tony finau,positive,negative,0.0,0.212,0.788,-0.7098
479,13:41.5,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",1,positive,jason kokrak,positive,negative,0.0,0.212,0.788,-0.7098
480,58:15.7,"Jason Dufner ($7,200) is T9th in Recent Adjusted Round score (68.3) and is 2nd in Recent GIR (75%) in the US Open field.",1,positive,jason dufner,positive,neutral,0.0,0.0,1.0,0.0
481,02:07.6,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",1,positive,retief goosen,positive,positive,0.174,0.0,0.826,0.4939
482,02:07.6,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",1,positive,lucas glover,positive,positive,0.174,0.0,0.826,0.4939
483,07:46.1,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",111,positive,retief goosen,negative,positive,0.335,0.0,0.665,0.8608
484,07:46.1,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",111,positive,lucas glover,negative,positive,0.335,0.0,0.665,0.8608
485,37:58.7,"Might be a good time to tell the people buying Berger's price all the way down, that no winner of the St Jude has ever won a US Open.",111,positive,daniel berger,negative,positive,0.292,0.062,0.646,0.8481
486,51:23.8,"So, who's the one sub-$7k guy you're using the most at the US Open? Clearly, it's GRILLLLLLOOOOOOOOO for me",1,positive,emiliano grillo,positive,positive,0.13,0.0,0.87,0.4019
487,34:52.9,"Justin Rose on recovering from back issues: ""Just started hitting the driver two or three days ago.""",111,positive,justin rose,negative,negative,0.0,0.179,0.821,-0.5423
488,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,rory mcilroy,negative,negative,0.101,0.234,0.665,-0.4951
489,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,jason day,negative,negative,0.101,0.234,0.665,-0.4951
