,created_on,message,player,sentiment_12h_database
643,2016-06-07 20:06:53.007,Alex Cejka the latest WD at St. Jude Classic https://t.co/8uJ1c9YSNs,alex cejka,positive
644,2016-06-08 00:20:41.357,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),charlie wi,neutral
645,2016-06-08 00:20:41.357,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),craig barlow,neutral
646,2016-06-08 01:12:47.849,The FedEx St. Jude Classic will be part of The Open Qualifying Series for the first time in 2016. The (cont) https://t.co/6jxBy5CSlh,francesco molinari,positive
647,2016-06-08 01:12:47.849,The FedEx St. Jude Classic will be part of The Open Qualifying Series for the first time in 2016. The (cont) https://t.co/6jxBy5CSlh,graeme mcdowell,positive
648,2016-06-08 01:18:04.285,Backed @PeterMalnati at 309/1 in the #StJudeClassic. Malnati finished in the top 20 on sole start here and if he putts well could contend,peter malnati,neutral
649,2016-06-08 13:28:06.909,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,martin piller,neutral
650,2016-06-08 13:28:06.909,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,colt knost,positive
651,2016-06-08 13:28:06.909,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,brooks koepka,positive
652,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,fabian gomez,positive
653,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,jon curran,positive
654,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,andrew loupe,positive
655,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,jason bohn,positive
656,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,retief goosen,positive
657,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,ben crane,positive
658,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,russell henley,positive
659,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,david toms,positive
660,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,matt jones,positive
661,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,jerry kelly,positive
662,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,graeme mcdowell,positive
663,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,boo weekley,positive
664,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,will wilcox,positive
665,2016-06-08 13:40:41.689,FI for @fesjcmemphis: https://t.co/kryNxypYLi • New pros/non-members • @Avis • WC/Draws/Fades • Return/WDs • PR Recap (Memorial) • B-days,fredrik jacobson,positive
666,2016-06-08 15:59:41.400,Playin pro am this morn... Will update y'all after. Don't pull trigger yet.,will wilcox,positive
667,2016-06-13 02:33:21.563,This week Dustin Johnson ranked 2nd in Driving Distance and 3rd at Driving Accuracy...,dustin johnson,neutral
668,2016-06-13 13:52:22.466,"Game is feeling really good for Oakmont this week! Thanks to the Memphis fans, important work @StJude, and congrats to @DanielBerger59!",brooks koepka,neutral
669,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,jordan spieth,neutral
670,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,justin rose,positive
671,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,branden grace,positive
672,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,jason day,positive
673,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,rory mcilroy,positive
674,2016-06-13 16:38:25.656,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,dustin johnson,neutral
675,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,andrew johnston,positive
676,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,anirban lahiri,positive
677,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,gregory bourdy,positive
678,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,luke donald,positive
679,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,matthew fitzpatrick,positive
680,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,branden grace,positive
681,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,martin kaymer,positive
682,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,henrik stenson,positive
683,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,soren kjeldsen,positive
684,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,rory mcilroy,positive
685,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,alexander noren,positive
686,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,charl schwartzel,positive
687,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,bernd wiesberger,positive
688,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,danny willett,positive
689,2016-06-13 16:56:57.975,The European Tour players I like at this week's U.S. Open.... preview and picks article is LIVE!!! @DailyOverlay https://t.co/KqaKJqWyGI,maximilian kieffer,positive
690,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",hideki matsuyama,neutral
691,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",patrick reed,positive
692,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",jordan spieth,neutral
693,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",jimmy walker,neutral
694,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",dustin johnson,neutral
695,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",billy horschel,positive
696,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",kevin chappell,neutral
697,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",phil mickelson,positive
698,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",jim furyk,neutral
699,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",martin kaymer,positive
700,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",rory mcilroy,positive
701,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",webb simpson,neutral
702,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",brandt snedeker,neutral
703,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",lee westwood,neutral
704,2016-06-13 17:04:05.461,"Historic DraftKings Points for U.S. Open are live, includes an additional look at 2007 at Oakmont: https://t.co/PnBFP7jS9m",jason day,positive
705,2016-06-13 17:32:41.733,Jason Day had flu-like symptoms before the Masters. He told @ToddLewisGC he’s been battling a cold as he prepares for the Open.,jason day,positive
706,2016-06-13 17:34:12.217,"@DFSonDemand For the record, I am ignoring the sickness thing. All aboard the Day train.",jason day,positive
707,2016-06-13 17:39:15.156,This is the 6th #USOpen for @JDayGolf - his US Open ranks since 2011: Birdies/eagles 1st Rounds in 60s 1st Scoring average T1,jason day,positive
708,2016-06-13 17:42:18.994,"Check out my U.S. Open picks, including my Driver-off-the-Deck BOLD play of the week! https://t.co/xyBshcYPiy #isitThursdayyet #Oakmont",sergio garcia,neutral
709,2016-06-13 17:42:18.994,"Check out my U.S. Open picks, including my Driver-off-the-Deck BOLD play of the week! https://t.co/xyBshcYPiy #isitThursdayyet #Oakmont",marc leishman,positive
710,2016-06-13 17:42:18.994,"Check out my U.S. Open picks, including my Driver-off-the-Deck BOLD play of the week! https://t.co/xyBshcYPiy #isitThursdayyet #Oakmont",justin thomas,neutral
711,2016-06-13 17:42:18.994,"Check out my U.S. Open picks, including my Driver-off-the-Deck BOLD play of the week! https://t.co/xyBshcYPiy #isitThursdayyet #Oakmont",branden grace,positive
712,2016-06-13 18:07:11.196,"US Open betting preview - https://t.co/Zn1aAaSu4v Column - https://t.co/2EpTUoJeZM More info, tee-times, etc - https://t.co/8PWAaq9pmQ",matt kuchar,positive
713,2016-06-13 18:07:11.196,"US Open betting preview - https://t.co/Zn1aAaSu4v Column - https://t.co/2EpTUoJeZM More info, tee-times, etc - https://t.co/8PWAaq9pmQ",billy horschel,positive
714,2016-06-13 18:07:11.196,"US Open betting preview - https://t.co/Zn1aAaSu4v Column - https://t.co/2EpTUoJeZM More info, tee-times, etc - https://t.co/8PWAaq9pmQ",phil mickelson,positive
715,2016-06-13 18:07:11.196,"US Open betting preview - https://t.co/Zn1aAaSu4v Column - https://t.co/2EpTUoJeZM More info, tee-times, etc - https://t.co/8PWAaq9pmQ",martin kaymer,positive
716,2016-06-13 18:07:11.196,"US Open betting preview - https://t.co/Zn1aAaSu4v Column - https://t.co/2EpTUoJeZM More info, tee-times, etc - https://t.co/8PWAaq9pmQ",marc leishman,positive
717,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",brooks koepka,neutral
718,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",adam scott,neutral
719,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",matt kuchar,positive
720,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",dustin johnson,neutral
721,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",gregory bourdy,positive
722,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",jason day,positive
723,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",lee westwood,neutral
724,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",sergio garcia,neutral
725,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",martin kaymer,positive
726,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",rory mcilroy,positive
727,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",phil mickelson,positive
728,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",brandt snedeker,neutral
729,2016-06-13 18:15:03.939,"Form, History, Trends and Stats for the US Open: https://t.co/nczIzzEUY4",jim furyk,neutral
730,2016-06-13 18:26:36.247,Backed @BKoepka to win #USOpen at 50/1. Koepka has a big chance if he drives well. Second in last two events and was fourth in 2014 US Open,brooks koepka,neutral
731,2016-06-13 18:27:55.075,"Always going to be backing Jon Rahm this week. Better prospect than DeChambeau. If it's total carnage, anyone with class can win. He has it",jon rahm,neutral
732,2016-06-13 18:32:49.143,Backed @JDayGolf at 10/1 in the #USOpen. World number 1 has 7 wins in last 18 starts and a superb record in this tournament. Twice runner-up,jason day,positive
733,2016-06-13 18:34:12.677,Time to run through some #USOpen antepost bets. On @Danny_Willett at 125/1 so crossing my fingers the @TheMasters champ can star at Oakmont,danny willett,positive
734,2016-06-13 18:57:50.929,"The mid priced #USOpen tip is Snedeker, whose stats look pretty good! #golf #bettingtip",brandt snedeker,neutral
735,2016-06-13 19:01:23.713,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,matt kuchar,positive
736,2016-06-13 19:01:23.713,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,justin rose,positive
737,2016-06-13 21:10:14.471,"This is the 3rd time Phil Mickelson has led the PGA Tour in scoring average entering the #USOpen (2004, finished 2nd; 2008, T18).",phil mickelson,positive
738,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",phil mickelson,positive
739,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",kyung tae,neutral
740,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",ernie els,neutral
741,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",jason dufner,neutral
742,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",kevin chappell,neutral
743,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",patrick reed,positive
744,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",bubba watson,neutral
745,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",jon rahm,neutral
746,2016-06-13 21:55:54.382,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",russell knox,neutral
747,2016-06-14 13:46:33.035,"Is Beef Johnston out of his league at Oakmont? Form good, win at Valderrama impressive but I really know nothing about him.",andrew johnston,positive
748,2016-06-14 15:00:51.496,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",webb simpson,positive
749,2016-06-14 15:00:51.496,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",geoff ogilvy,neutral
750,2016-06-14 15:00:51.496,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",jim furyk,positive
751,2016-06-14 15:00:51.496,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",matthew fitzpatrick,positive
752,2016-06-14 15:11:41.929,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,justin rose,positive
753,2016-06-14 15:11:41.929,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,phil mickelson,positive
754,2016-06-14 15:11:41.929,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,rory mcilroy,positive
755,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,bubba watson,positive
756,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,rickie fowler,positive
757,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,jordan spieth,positive
758,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,bill haas,positive
759,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,brooks koepka,positive
760,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,j.b. holmes,positive
761,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,justin rose,positive
762,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,henrik stenson,positive
763,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,dustin johnson,positive
764,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,jason day,positive
765,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,russell knox,positive
766,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,rory mcilroy,positive
767,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,phil mickelson,positive
768,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,louis oosthuizen,positive
769,2016-06-14 15:42:30.916,Check out my @DKPlaybook love/hate article now for the US Open now! ♥️ Jason Day 👌Jordan Spieth Rory Mcilroy...❓ https://t.co/mH9msMcp4C,matt kuchar,positive
770,2016-06-14 16:01:52.909,Pick one.,jordan spieth,positive
771,2016-06-14 16:01:52.909,Pick one.,jason day,positive
772,2016-06-14 16:01:52.909,Pick one.,rory mcilroy,positive
773,2016-06-14 16:01:52.909,Pick one.,dustin johnson,positive
774,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,dustin johnson,positive
775,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,tim wilkinson,neutral
776,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,jaco van,neutral
777,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,daniel summerhays,neutral
778,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,danny lee,neutral
779,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,soren kjeldsen,positive
780,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,andrew johnston,positive
781,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,thongchai jaidee,neutral
782,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,tom hoge,positive
783,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,retief goosen,positive
784,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,gregory bourdy,positive
785,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,anirban lahiri,positive
786,2016-06-14 16:06:04.402,.@GrahamBarfield looks at golfers who are coming into this week's US Open in great recent form https://t.co/6ZZeLgbZtE,romain wattel,neutral
787,2016-06-14 16:11:09.404,"@Tour_Junkies couldn't disagree more about ZJ. Never top-25 at US Open, low, drawing ball flight into greens is opposite of what you want!",zach johnson,positive
788,2016-06-14 16:13:41.488,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",tony finau,positive
789,2016-06-14 16:13:41.488,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",jason kokrak,positive
790,2016-06-14 17:58:15.696,"Jason Dufner ($7,200) is T9th in Recent Adjusted Round score (68.3) and is 2nd in Recent GIR (75%) in the US Open field.",jason dufner,positive
791,2016-06-14 18:02:07.585,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",retief goosen,positive
792,2016-06-14 18:02:07.585,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",lucas glover,positive
793,2016-06-14 18:07:46.068,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",retief goosen,positive
794,2016-06-14 18:07:46.068,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",lucas glover,positive
795,2016-06-14 18:37:58.659,"Might be a good time to tell the people buying Berger's price all the way down, that no winner of the St Jude has ever won a US Open.",daniel berger,positive
796,2016-06-14 18:51:23.842,"So, who's the one sub-$7k guy you're using the most at the US Open? Clearly, it's GRILLLLLLOOOOOOOOO for me",emiliano grillo,positive
797,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,jordan spieth,positive
798,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,dustin johnson,positive
799,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,jason day,positive
800,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,rory mcilroy,positive
801,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,aron price,neutral
802,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,mark anguiano,neutral
803,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,kent bulle,neutral
804,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,thitiphan chuayprako,neutral
805,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,justin suh,neutral
806,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,richard schembechler,neutral
807,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,tyler raber,neutral
808,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,matthew borchert,neutral
809,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,chris crawford,neutral
810,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,patrick wilkes,neutral
811,2016-06-14 19:08:17.890,Should you pay up for the high-priced golfers in the US Open this week? @bryan_mears answers: https://t.co/QNmkI2y8oR,chase parker,neutral
