Unnamed: 0,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted
344,46:39.8,SLEEPER POLL Two favorite sub $7K DK plays for Memorial? I’ll go Summerhays &amp; Villegas.,1,neutral,camilo villegas,positive
345,46:39.8,SLEEPER POLL Two favorite sub $7K DK plays for Memorial? I’ll go Summerhays &amp; Villegas.,1,positive,daniel summerhays,positive
346,06:07.4,Two sneaky scrub plays I like this week are Ben Martin and Robert Streb.,1,neutral,robert streb,positive
347,06:07.4,Two sneaky scrub plays I like this week are Ben Martin and Robert Streb.,1,neutral,ben martin,positive
348,22:16.1,"Random Tuesday thought, might go 100% on Rickie and Lovemark.",1,neutral,jamie lovemark,positive
349,22:16.1,"Random Tuesday thought, might go 100% on Rickie and Lovemark.",1,negative,rickie fowler,positive
350,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,neutral,steve stricker,positive
351,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,positive,hideki matsuyama,positive
352,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,positive,matt kuchar,positive
353,24:54.1,Best cumulative score to par at @MemorialGolf last 5 years: Kuchar -38 Matsuyama -25 Stricker -21 Rose -19 Haas -17,1,neutral,bill haas,positive
354,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,matt kuchar,positive
355,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,neutral,kevin chappell,positive
356,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,neutral,graham delaet,positive
357,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,danny lee,positive
358,30:53.9,"Four for the Memorial: Chappell 66/1, D Lee 100/1, Summerhays 200/1, Delaet (!) 200/1. Kuchar in the doubles",1,positive,daniel summerhays,positive
359,34:17.0,Going with the DJ-Paulina avatar this week. Feels like he finally gets a win....just before the U.S. Open.,1,negative,dustin johnson,positive
360,56:24.1,"A surprising player to have never finished outside the top-50 at the Memorial--Stewart Cink. In 11 tries since 2005, his worst finish is 49.",1,neutral,stewart cink,positive
361,25:49.1,"As much as I like Justin Thomas this week, I worry about his grouping. Playing in the Spieth-Rory arena might make him press too hard.",111,positive,justin thomas,negative
362,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,positive,rory mcilroy,negative
363,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,neutral,jason day,negative
364,30:48.3,"Very much thinking the fade on the top-3 might be the play. Ranking right now would be Spieth, Day, Rory @MemorialGolf #willprobschangein1hr",111,neutral,jordan spieth,negative
365,38:22.4,Furyk loves the track @ 120. No way. Could be time for a pop-up Haas win. 70 seems a bit rich. Not falling into the Reifers or Lovemark trap,111,neutral,kyle reifers,negative
366,38:22.4,Furyk loves the track @ 120. No way. Could be time for a pop-up Haas win. 70 seems a bit rich. Not falling into the Reifers or Lovemark trap,111,neutral,jamie lovemark,negative
367,07:43.0,I'll give Thorbjorn another DK shot this wk at Memorial @golfnoobs,1,neutral,thorbjorn olesen,positive
368,40:22.3,HOT TAKE: KUCH WILL MC THIS WEEK. MC DOES NOT MEAN MASTER OF CEREMONIES.,111,negative,matt kuchar,negative
369,01:45.8,Latest field ▲ at the @MemorialGolf: OUT @stewartcink IN @RodPampling (sponsor exemption),11,neutral,rod pampling,neutral
370,01:45.8,Latest field ▲ at the @MemorialGolf: OUT @stewartcink IN @RodPampling (sponsor exemption),11,neutral,stewart cink,neutral
371,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,zac blair,positive
372,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,positive,k.j. choi,positive
373,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,hunter mahan,positive
374,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,ben martin,positive
375,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,ryan ruffels,positive
376,31:00.7,"Few &lt; tier guys our #'s say worth consideration for @draftkings #theMemorial - F Gomez,KJ Choi,Z Blair,R Ruffels,B Martin,H Mahan #DFS #PGA",1,neutral,fabian gomez,positive
377,47:06.3,"Furyk 170 on exchanges now. Aware of negatives but with course form including 1st, 2nd (x2), 4th, 5th (2015) &amp; 68 in R2 last wk, must bet.",1,neutral,jim furyk,positive
378,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,justin thomas,positive
379,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,marc leishman,positive
380,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,kevin chappell,positive
381,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,daniel berger,positive
382,12:59.3,"Racing Post - Palmer - Memorial - 2ew Matsuyama (16), 1ew Thomas (66), 1ew Chappell (66), 1ew Berger (50), 0.5ew Leishman (80)",1,neutral,hideki matsuyama,positive
383,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,francesco molinari,positive
384,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,rory mcilroy,positive
385,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,hideki matsuyama,positive
386,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,jordan spieth,positive
387,49:47.4,"Golf Paper - Platts - Memorial - 1ew Matsuyama (20), 1win McIlroy (7), 1win Spieth (15/2), 0.5ew Reed (40), 0.5ew Molinari (100)",1,neutral,patrick reed,positive
388,50:30.9,"Might be overnight showers in Dublin. Looking at the early flight for FRLs. Ricky Barnes checks some boxes, but of course, no line offered",1,neutral,ricky barnes,positive
389,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,neutral,rory mcilroy,positive
390,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,positive,jason day,positive
391,52:13.3,It’s a pro-am - repeat - pro am - but @JDayGolf is 4under on his ball thru 11 @MemorialGolf @McIlroyRory -4 thru 10. @DJohnsonPGA -5 (11),1,neutral,dustin johnson,positive
392,59:44.6,"3 rounds in Dallas, 4 decent rounds at Colonial… Steven Bowditch puts up bogey free 67 in his pro-am.. on the way back...",1,neutral,steven bowditch,positive
393,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,neutral,rory mcilroy,positive
394,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,positive,jason day,positive
395,15:48.5,Couple of nice 65s from @McIlroyRory @DJohnsonPGA in pro-am @MemorialGolf Rory holed out eagle on 18.. @JDayGolf a tidy bogey free 66.,1,neutral,dustin johnson,positive
396,46:07.9,"Soren Kjeldsen in super accurate form, since April has beaten field average Driving Accuracy in all rounds (except 1) #PGATour #EuropeanTour",1,neutral,soren kjeldsen,positive
397,38:58.0,Am I missing something with Wesley Bryan being 50/1? And yes I know he won 2 web dot com events.,1,positive,wesley bryan,positive
403,32:54.0,"@chrisgarosi it's gotta be Harris ""chalk"" English.",1,positive,harris english,positive
406,43:14.7,Ryan Palmer 14/1 yikes!,111,positive,ryan palmer,negative
407,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,steve stricker,positive
408,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,george mcneill,positive
409,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,lee mccoy,positive
410,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,neutral,charles howell,positive
411,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,scott brown,positive
412,10:42.5,"Preview of St Jude out tomorrow. IMO one of the best pointers is Copperhead form. So many links and via average/inconsistent players, too.",1,positive,daniel berger,positive
413,24:26.1,@The_WinningEdge I would probably play him 100% if he's around 12.5. Would probably do same up to 13,1,positive,dustin johnson,positive
414,26:52.3,"Ok, $9k for Wesley Bryan in his inaugural event seems a bit hasty",111,positive,wesley bryan,negative
415,37:52.8,@BenColeyGolf definitely trending well since reunion with Butch,1,positive,gary woodland,positive
416,18:50.8,"@RBaroff427 $6,700 for Lee is a steal!",1,positive,lee mccoy,positive
417,54:05.4,Backed Seung-Yul Noh at 119/1 in the #StJudeClassic. Noh has a strong course record having finished seventh and third in three visits,1,neutral,seung yul,positive
418,54:55.8,Defending champion @FabianGomezGolf is overpriced at 129/1 in the #StJudeClassic. Gomez has a top 15 alongside his victory at the course,1,positive,fabian gomez,positive
419,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,dustin johnson,positive
420,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,phil mickelson,positive
421,56:07.0,my proj system probably won't call this optimo but gut says play DJ/Phil/Bohn with a bunch of junk and see what sticks a la @DailySportsGeek,1,positive,jason bohn,positive
422,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,chad campbell,positive
423,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,neutral,seung yul,positive
424,06:30.5,"I'm e/w on English, Campbell &amp; Noh (long shot) in Memphis this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,harris english,positive
425,22:57.5,"If Luke Donald earns a spot tomorrow, he said he'll withdraw from Memphis this week.",111,positive,luke donald,negative
426,28:56.3,"GMac 60/1 is a bet. Short track specialist. Won at Pebble Beach, Harbour Town &amp; Mayakoba. T9 at The Players a few weeks back.",1,positive,graeme mcdowell,positive
427,52:50.6,"St Jude Classic: T Hoge &amp; B Cauley, both 100/1",1,positive,tom hoge,positive
428,52:50.6,"St Jude Classic: T Hoge &amp; B Cauley, both 100/1",1,positive,bud cauley,positive
429,18:51.7,Wesley Bryan or Graeme Fucking McDowell? Hmmm let me think about this for a minute...,11,positive,wesley bryan,neutral
430,18:51.7,Wesley Bryan or Graeme Fucking McDowell? Hmmm let me think about this for a minute...,11,positive,graeme mcdowell,neutral
431,00:00.9,BREAKING: @LukeDonald qualifies for next week's US Open after play-off in Ohio. #SSNHQ,11,positive,luke donald,neutral
432,28:48.5,"Early field notes: Patrick Rodgers, Spencer Levin and Brendan Steele all withdrew from the St. Jude Classic.",111,positive,patrick rodgers,negative
433,28:48.5,"Early field notes: Patrick Rodgers, Spencer Levin and Brendan Steele all withdrew from the St. Jude Classic.",111,positive,spencer levin,negative
434,29:32.6,Field note: Luke Donald has also withdrawn from the St. Jude Classic.,11,positive,luke donald,neutral
435,01:39.4,"Per @VC606, Ryan Palmer needs to finish solo 11th or better in Memphis to qualify for US Open via OWGR top 60. Woodland needs 7th or better.",11,positive,ryan palmer,neutral
436,01:39.4,"Per @VC606, Ryan Palmer needs to finish solo 11th or better in Memphis to qualify for US Open via OWGR top 60. Woodland needs 7th or better.",11,positive,gary woodland,neutral
437,09:23.5,SLEEPER POLL: Who you liking below $7K this week? I'll go Gore and Camilo,1,positive,camilo villegas,positive
438,09:23.5,SLEEPER POLL: Who you liking below $7K this week? I'll go Gore and Camilo,1,positive,jason gore,positive
439,27:55.0,"id prob keep woodland to gpps this week tbh, needs 7th or better for us open, slow start and he might just decide to take week off",11,positive,gary woodland,neutral
440,36:35.8,Ben Martin's my guy this week. Seen him steadily creeping up. Form coming. Shock winner. 85-1 Took some other trash as well.#StJude,1,positive,ben martin,positive
441,41:16.2,Jumped into Piller with @SteveThePunter and into some Stallings with @ThePME,1,positive,scott stallings,positive
442,41:16.2,Jumped into Piller with @SteveThePunter and into some Stallings with @ThePME,1,positive,martin piller,positive
443,20:41.4,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),11,neutral,charlie wi,neutral
444,20:41.4,Fed Ex St. Jude Field Changes Alex Cejka (out) / Craig Barlow (in) Craig Barlow (out) / Charlie Wi (in),11,neutral,craig barlow,neutral
445,18:04.3,Backed @PeterMalnati at 309/1 in the #StJudeClassic. Malnati finished in the top 20 on sole start here and if he putts well could contend,1,neutral,peter malnati,positive
446,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,neutral,martin piller,positive
447,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,positive,colt knost,positive
448,28:06.9,Racing Post - Palmer - St Jude 2ew Koepka (14); 1.5ew Knost (40) 1ew Piller (125) 1ew Cejka (125) - now WD,1,positive,brooks koepka,positive
449,59:41.4,Playin pro am this morn... Will update y'all after. Don't pull trigger yet.,1,positive,will wilcox,positive
450,33:21.6,This week Dustin Johnson ranked 2nd in Driving Distance and 3rd at Driving Accuracy...,1,neutral,dustin johnson,positive
451,52:22.5,"Game is feeling really good for Oakmont this week! Thanks to the Memphis fans, important work @StJude, and congrats to @DanielBerger59!",1,neutral,brooks koepka,positive
452,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,neutral,jordan spieth,positive
453,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,justin rose,positive
454,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,branden grace,positive
455,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,jason day,positive
456,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,positive,rory mcilroy,positive
457,38:25.7,US Open ticket count leaders D Johnson Spieth Day Rose McIlroy US Open money support leaders Spieth Grace Day McIlroy D Johnson,1,neutral,dustin johnson,positive
458,32:41.7,Jason Day had flu-like symptoms before the Masters. He told @ToddLewisGC he’s been battling a cold as he prepares for the Open.,111,positive,jason day,negative
459,34:12.2,"@DFSonDemand For the record, I am ignoring the sickness thing. All aboard the Day train.",1,positive,jason day,positive
460,39:15.2,This is the 6th #USOpen for @JDayGolf - his US Open ranks since 2011: Birdies/eagles 1st Rounds in 60s 1st Scoring average T1,1,positive,jason day,positive
461,26:36.2,Backed @BKoepka to win #USOpen at 50/1. Koepka has a big chance if he drives well. Second in last two events and was fourth in 2014 US Open,1,neutral,brooks koepka,positive
462,27:55.1,"Always going to be backing Jon Rahm this week. Better prospect than DeChambeau. If it's total carnage, anyone with class can win. He has it",1,neutral,jon rahm,positive
463,32:49.1,Backed @JDayGolf at 10/1 in the #USOpen. World number 1 has 7 wins in last 18 starts and a superb record in this tournament. Twice runner-up,1,positive,jason day,positive
464,34:12.7,Time to run through some #USOpen antepost bets. On @Danny_Willett at 125/1 so crossing my fingers the @TheMasters champ can star at Oakmont,1,positive,danny willett,positive
465,57:50.9,"The mid priced #USOpen tip is Snedeker, whose stats look pretty good! #golf #bettingtip",1,neutral,brandt snedeker,positive
466,01:23.7,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,1,positive,matt kuchar,positive
467,01:23.7,The 2 shortish priced #USOpen tips are in form Kuchar and former winner Rose. #golf #bettingtip,1,positive,justin rose,positive
468,10:14.5,"This is the 3rd time Phil Mickelson has led the PGA Tour in scoring average entering the #USOpen (2004, finished 2nd; 2008, T18).",1,positive,phil mickelson,positive
469,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,positive,phil mickelson,positive
470,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,kyung tae,positive
471,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,ernie els,positive
472,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,jason dufner,positive
473,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,kevin chappell,positive
474,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,positive,patrick reed,positive
475,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,bubba watson,positive
476,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,jon rahm,positive
477,55:54.4,"Three from the top - Mickelson, Bubba, Reed. Three from the middle - Dufner, Chappell, Knox. Three from beyond - KT Kim, Rahm, Els #USOpen",1,neutral,russell knox,positive
478,46:33.0,"Is Beef Johnston out of his league at Oakmont? Form good, win at Valderrama impressive but I really know nothing about him.",1,positive,andrew johnston,positive
479,00:51.5,"Furyk, Webb Simpson, Ogilvy and Fitzpatrick for US Open",1,positive,matthew fitzpatrick,positive
480,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,justin rose,positive
481,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,phil mickelson,positive
482,11:41.9,Three players to oppose towards top of #USOpen market. Mickelson Rose McIlroy . All underpriced and conditions won't suit them,1,positive,rory mcilroy,positive
483,01:52.9,Pick one.,11,positive,jordan spieth,neutral
487,11:09.4,"@Tour_Junkies couldn't disagree more about ZJ. Never top-25 at US Open, low, drawing ball flight into greens is opposite of what you want!",111,positive,zach johnson,negative
488,13:41.5,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",1,positive,tony finau,positive
489,13:41.5,"Two more sneaky, low-owned players who don't ""fit the mold"" are Finau and Kokrak. Take a look at what those bombers did at Harbour Town.",1,positive,jason kokrak,positive
490,58:15.7,"Jason Dufner ($7,200) is T9th in Recent Adjusted Round score (68.3) and is 2nd in Recent GIR (75%) in the US Open field.",1,positive,jason dufner,positive
491,02:07.6,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",1,positive,retief goosen,positive
492,02:07.6,"@RBaroff427 3 US Open's between Glover and Goosen, expect both to go well with these conditions, both striking the ball well this year",1,positive,lucas glover,positive
493,07:46.1,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",111,positive,retief goosen,negative
494,07:46.1,"Unless you're punting outright bets, don't waste your money on guys like Glover, Goosen, Rahm, etc. This isn't Mayakoba. Too much class.",111,positive,lucas glover,negative
495,37:58.7,"Might be a good time to tell the people buying Berger's price all the way down, that no winner of the St Jude has ever won a US Open.",111,positive,daniel berger,negative
496,51:23.8,"So, who's the one sub-$7k guy you're using the most at the US Open? Clearly, it's GRILLLLLLOOOOOOOOO for me",1,positive,emiliano grillo,positive
497,34:52.9,"Justin Rose on recovering from back issues: ""Just started hitting the driver two or three days ago.""",111,positive,justin rose,negative
498,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,rory mcilroy,negative
499,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,jason day,negative
500,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,jordan spieth,negative
501,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,dustin johnson,positive
502,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,patrick reed,positive
503,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,martin kaymer,positive
504,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,soren kjeldsen,positive
505,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,branden grace,positive
506,18:44.1,"Since beginning of last year, there are 63 players with 12+ rounds in majors. Fewest putts per round in that group: D. Johnson (28.7).",1,positive,dustin johnson,positive
507,23:02.3,There's just no getting away from the fact Phil Mickelson wins this US Open and cements his status as one of the all-time greats of the game,1,positive,phil mickelson,positive
508,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,patrick reed,positive
509,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,dustin johnson,positive
510,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,jason day,positive
511,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,branden grace,positive
512,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,henrik stenson,positive
513,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,soren kjeldsen,positive
514,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,charl schwartzel,positive
515,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,brandt snedeker,positive
516,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,danny willett,positive
517,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,martin kaymer,positive
526,29:43.6,Latest field ▲ at the @QLNational: OUT @stewartcink IN @Dawie1983 (alternate) • Field is full at 120 • Next OQ is next week (@CudaChamp),11,neutral,stewart cink,neutral
527,56:09.8,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",1,negative,jon rahm,positive
528,56:09.8,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",1,negative,bryson dechambeau,positive
529,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,bill haas,positive
530,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,tony finau,positive
531,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,charley hoffman,positive
532,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,neutral,byeong hun,positive
533,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,jamie lovemark,positive
534,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,robert streb,positive
535,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,kevin streelman,positive
536,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,will wilcox,positive
537,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,jason kokrak,positive
538,26:26.5,"Francesco Molinari ($7,900) is T8th in Long-Term Adjusted Round, 14th in L-T GIR and 3rd in L-T Drive Accuracy in the Quicken Loans field.",1,negative,francesco molinari,positive
